LOA,No_of_Teus,GRT,port_waiting_time,ops_preparation_time,total_port_time,start_minutes_of_day,arrival_hour,arrival_day,arrival_month,arrival_year,arrival_dayofweek,Berth_Code_encoded,size_category_encoded,teu_category_encoded,grt_category_encoded,season_encoded,teu_per_meter,grt_per_meter,grt_per_teu,total_prep_ratio,waiting_ratio,teu_density,volume_index,avg_prep_time_by_size,avg_waiting_time_by_size,is_night_arrival,is_weekend,completion_minutes
200,3108,102836,0.504,0.2928,16.848000000000003,1163,19,9,12,2022,4,6,2,2,2,0,15.54,514.18,33.087516087516086,0.580952380952381,0.02991452991452991,0.00015111439573690146,3998.3922205145323,0.341793401319736,0.4713617276544691,0,0,932
210,5120,137040,0.576,0.4632,27.3928,92,1,31,12,2022,5,7,1,3,3,0,24.38095238095238,652.5714285714286,26.765625,0.8041666666666667,0.02102742326450746,0.0001779112111861674,5281.762497001471,0.33098196027352655,0.46991077824812766,1,1,1536
194,4780,131260,0.48,0.216,25.003999999999998,1181,19,18,12,2022,6,8,2,3,3,0,24.63917525773196,676.5979381443299,27.460251046025103,0.45,0.01919692849144137,0.0001877127476590885,4955.8787848746215,0.341793401319736,0.4713617276544691,0,1,1434
369,4870,132790,0.384,0.20879999999999999,25.322,339,5,23,12,2022,4,9,3,3,3,0,13.197831978319783,359.86449864498644,27.26694045174538,0.54375,0.015164678935313168,9.93887489895307e-05,6202.597019030857,0.33921854583772393,0.46746469968387777,0,0,1461
275,5020,135340,0.432,0.2424,26.2352,1385,22,25,12,2022,6,0,1,3,3,0,18.254545454545454,492.1454545454545,26.9601593625498,0.5611111111111111,0.01646642678538757,0.0001348791595577468,5716.815737097455,0.33098196027352655,0.46991077824812766,1,1,1506
348,5200,138400,0.312,0.4536,27.536,1327,21,14,12,2022,2,1,3,3,3,0,14.942528735632184,397.7011494252874,26.615384615384617,1.4538461538461538,0.011330621731551423,0.00010796624808982791,6303.371337413875,0.33921854583772393,0.46746469968387777,1,0,1560
284,4876,132892,0.624,0.38880000000000003,26.1248,1328,21,22,12,2022,3,2,0,3,3,0,17.169014084507044,467.92957746478874,27.25430680885972,0.6230769230769231,0.023885350318471336,0.00012919524188444032,5688.009217538175,0.33365267175572516,0.4695648854961832,1,0,1462
119,4390,124630,0.432,0.2808,23.2076,347,5,21,12,2022,2,3,4,3,3,0,36.890756302521005,1047.310924369748,28.389521640091115,0.65,0.01861459177166101,0.0002960022169824361,4022.950531017721,0.3408404580152672,0.4721145038167939,0,0,1317
180,4670,129390,0.504,0.2928,24.658,793,12,23,12,2022,4,4,2,3,3,0,25.944444444444443,718.8333333333334,27.70663811563169,0.580952380952381,0.02043961391840376,0.00020051352070828073,4773.424225344636,0.341793401319736,0.4713617276544691,0,0,1401
190,5120,137040,0.576,0.4632,27.3928,823,13,22,12,2022,3,5,2,3,3,0,26.94736842105263,721.2631578947369,26.765625,0.8041666666666667,0.02102742326450746,0.0001966387071005008,5108.463609044658,0.341793401319736,0.4713617276544691,0,0,1536
170,4780,131260,0.48,0.216,25.003999999999998,742,12,10,12,2022,5,6,4,3,3,0,28.11764705882353,772.1176470588235,27.460251046025103,0.45,0.01919692849144137,0.00021421337085801866,4742.45340538134,0.3408404580152672,0.4721145038167939,0,1,1434
300,4870,132790,0.384,0.20879999999999999,25.322,282,4,1,1,2023,6,7,0,3,3,3,16.233333333333334,442.6333333333333,27.26694045174538,0.54375,0.015164678935313168,0.00012224816125712277,5789.021941278198,0.33365267175572516,0.4695648854961832,1,1,1461
379,5020,135340,0.432,0.2424,26.2352,1251,20,19,12,2022,0,8,3,3,3,0,13.24538258575198,357.0976253298153,26.9601593625498,0.5611111111111111,0.01646642678538757,9.786746405905112e-05,6361.94191653512,0.33921854583772393,0.46746469968387777,1,0,1506
210,5200,138400,0.504,0.408,27.608,456,7,24,12,2022,5,9,1,3,3,0,24.761904761904763,659.047619047619,26.615384615384617,0.8095238095238094,0.018255578093306288,0.00017891549683457197,5326.634645499546,0.33098196027352655,0.46991077824812766,0,1,1560
230,4876,132892,0.432,0.48,26.084,112,1,27,12,2022,1,0,1,3,3,0,21.2,577.7913043478261,27.25430680885972,1.1111111111111112,0.01656187701272811,0.000159528037805135,5301.88280276113,0.33098196027352655,0.46991077824812766,1,0,1462
127,2756,96852,0.312,0.4536,15.315999999999999,117,1,16,12,2022,4,1,4,4,4,0,21.700787401574804,762.6141732283464,35.1422351233672,1.4538461538461538,0.020370854008879606,0.00022406132451136584,3236.4122960816103,0.3408404580152672,0.4721145038167939,1,0,826
357,2580,93860,0.624,0.38880000000000003,14.6448,34,0,24,12,2022,5,7,3,4,4,0,7.226890756302521,262.91316526610643,36.37984496124031,0.6230769230769231,0.04260898066207801,7.699649218306543e-05,4421.702210130176,0.33921854583772393,0.46746469968387777,1,1,774
281,3150,103550,0.432,0.2808,17.0076,319,5,22,12,2022,3,8,0,0,0,0,11.209964412811388,368.5053380782918,32.87301587301587,0.65,0.025400409228815354,0.00010825653706239872,4508.744846988502,0.33365267175572516,0.4695648854961832,0,0,945
200,2836,98212,0.504,0.2928,15.488000000000001,847,13,24,12,2022,5,9,2,1,1,0,14.18,491.06,34.63046544428773,0.580952380952381,0.03254132231404958,0.0001443815419704313,3819.151845176687,0.341793401319736,0.4713617276544691,0,1,850
210,3300,106100,0.576,0.4632,18.2928,1040,16,23,12,2022,4,0,1,3,3,0,15.714285714285714,505.23809523809524,32.15151515151515,0.8041666666666667,0.03148779847808974,0.00014810825366904536,4189.377920606272,0.33098196027352655,0.46991077824812766,0,0,990
194,3108,102836,0.48,0.216,16.644000000000002,813,13,11,12,2022,6,1,2,2,2,0,16.02061855670103,530.0824742268042,33.087516087516086,0.45,0.028839221341023787,0.00015578803684216646,3958.0016588182853,0.341793401319736,0.4713617276544691,0,1,932
369,3342,106814,0.384,0.20879999999999999,17.682,380,6,2,1,2023,0,2,3,3,3,3,9.05691056910569,289.4688346883469,31.961101137043688,0.54375,0.021717000339328132,8.479141843864747e-05,5088.076865328185,0.33921854583772393,0.46746469968387777,0,0,1002
275,4100,119700,0.432,0.2424,21.6352,1404,23,20,12,2022,1,3,1,3,3,0,14.909090909090908,435.27272727272725,29.195121951219512,0.5611111111111111,0.019967460434846915,0.00012455380876433508,5129.443301080306,0.33098196027352655,0.46991077824812766,1,0,1230
348,2450,91650,0.576,0.4632,14.0428,699,11,25,12,2022,6,4,3,4,4,0,7.040229885057471,263.36206896551727,37.40816326530612,0.8041666666666667,0.041017460905232575,7.681647446871218e-05,4275.227852839574,0.33921854583772393,0.46746469968387777,0,1,735
284,2678,95526,0.48,0.216,14.494,239,3,28,12,2022,2,5,0,4,4,0,9.429577464788732,336.35915492957747,35.670649738610905,0.45,0.03311715192493445,9.871215653108821e-05,4172.6968611471375,0.33365267175572516,0.4695648854961832,1,0,803
119,3456,108752,0.384,0.20879999999999999,18.252,1039,17,16,12,2022,4,6,4,3,3,0,29.04201680672269,913.8823529411765,31.46759259259259,0.54375,0.0210387902695595,0.00026704811687805913,3549.6536732303584,0.3408404580152672,0.4721145038167939,0,0,1036
180,2876,98892,0.432,0.2424,15.5152,903,14,24,12,2022,5,7,2,1,1,0,15.977777777777778,549.4,34.38525730180807,0.5611111111111111,0.02784366298855316,0.00016156795067121484,3713.135937585877,0.341793401319736,0.4713617276544691,0,1,862
190,2980,100660,0.504,0.408,16.508,1370,22,22,12,2022,3,8,2,2,2,0,15.68421052631579,529.7894736842105,33.77852348993289,0.8095238095238094,0.030530651805185365,0.00015581373461470086,3848.3591591088602,0.341793401319736,0.4713617276544691,1,0,894
170,3108,102836,0.432,0.48,17.244,362,5,25,12,2022,6,9,4,2,2,0,18.28235294117647,604.9176470588235,33.087516087516086,1.1111111111111112,0.025052192066805846,0.0001777816420434135,3787.549950304656,0.3408404580152672,0.4721145038167939,0,1,932
300,2892,99164,0.312,0.4536,15.996,700,11,24,12,2022,5,0,0,2,2,0,9.64,330.5466666666667,34.28907330567082,1.4538461538461538,0.019504876219054765,9.721269815658909e-05,4414.5983165593725,0.33365267175572516,0.4695648854961832,0,1,867
189,2870,98790,0.624,0.38880000000000003,16.0948,410,6,12,12,2022,0,1,2,1,1,0,15.185185185185185,522.6984126984127,34.42160278745644,0.6230769230769231,0.03877028605512339,0.0001537117641986556,3770.0944353166547,0.341793401319736,0.4713617276544691,0,0,861
210,2876,98892,0.432,0.2808,15.6376,27,0,3,1,2023,1,2,1,1,1,3,13.695238095238095,470.9142857142857,34.38525730180807,0.65,0.027625722617281422,0.0001384868148610413,3908.9169694622287,0.33098196027352655,0.46991077824812766,1,0,862
264,3200,104400,0.504,0.2928,17.308,1288,21,21,12,2022,2,3,1,0,0,0,12.121212121212121,395.45454545454544,32.625,0.580952380952381,0.029119482320314305,0.00011610356437942645,4451.278848034682,0.33098196027352655,0.46991077824812766,1,0,960
281,3240,105080,0.576,0.4632,17.9928,120,1,26,12,2022,0,4,0,0,0,0,11.530249110320284,373.9501779359431,32.4320987654321,0.8041666666666667,0.03201280512204882,0.00010972829377921854,4573.588965548238,0.33365267175572516,0.4695648854961832,1,0,972
211,2890,99130,0.576,0.4632,16.2428,1147,18,28,12,2022,2,5,1,1,1,0,13.696682464454977,469.81042654028437,34.30103806228374,0.8041666666666667,0.035461866180707756,0.00013816889402254592,3924.5976073340926,0.33098196027352655,0.46991077824812766,0,0,867
128,2756,96852,0.312,0.4536,15.315999999999999,723,11,17,12,2022,5,6,4,4,4,0,21.53125,756.65625,35.1422351233672,1.4538461538461538,0.020370854008879606,0.0002223108454136208,3244.8846182353145,0.3408404580152672,0.4721145038167939,0,1,826
247,3108,102836,0.624,0.38880000000000003,17.2848,429,6,25,12,2022,6,7,1,2,2,0,12.582995951417004,416.3400809716599,33.087516087516086,0.6230769230769231,0.036101083032490974,0.00012235983460477852,4289.839524971299,0.33098196027352655,0.46991077824812766,0,1,932
179,3150,103550,0.432,0.2808,17.0076,921,15,23,12,2022,4,8,2,0,0,0,17.59776536312849,578.4916201117319,32.87301587301587,0.65,0.025400409228815354,0.0001699446196342684,3879.459562219422,0.341793401319736,0.4713617276544691,0,0,945
99,2836,98212,0.504,0.2928,15.488000000000001,1401,23,25,12,2022,6,9,4,1,1,0,28.646464646464647,992.040404040404,34.63046544428773,0.580952380952381,0.03254132231404958,0.00029167988276854813,3021.12474983238,0.3408404580152672,0.4721145038167939,1,1,850
256,3300,106100,0.576,0.4632,18.2928,255,3,25,12,2022,6,0,1,3,3,0,12.890625,414.453125,32.15151515151515,0.8041666666666667,0.03148779847808974,0.00012149505183788879,4475.30971712795,0.33098196027352655,0.46991077824812766,1,1,990
137,2870,98790,0.48,0.216,15.454,1375,22,12,12,2022,0,1,4,1,1,0,20.94890510948905,721.0948905109489,34.42160278745644,0.45,0.031059919761873948,0.00021205491557332778,3386.661700944593,0.3408404580152672,0.4721145038167939,1,0,861
311,3100,102700,0.384,0.20879999999999999,16.471999999999998,977,16,3,1,2023,1,2,0,2,2,3,9.967845659163988,330.2250803858521,33.12903225806452,0.54375,0.023312287518212727,9.705789346800377e-05,4626.268578236953,0.33365267175572516,0.4695648854961832,0,0,930
304,3200,104400,0.432,0.2424,17.1352,898,14,22,12,2022,3,3,0,0,0,0,10.526315789473685,343.42105263157896,32.625,0.5611111111111111,0.0252112610299267,0.00010082677959265981,4665.605563734213,0.33365267175572516,0.4695648854961832,0,0,960
287,3240,105080,0.504,0.408,17.808,1211,19,26,12,2022,0,4,0,0,0,0,11.289198606271777,366.13240418118465,32.4320987654321,0.8095238095238094,0.02830188679245283,0.0001074343224806983,4605.912221536324,0.33365267175572516,0.4695648854961832,0,0,972
361,2890,99130,0.432,0.48,16.154,689,11,29,12,2022,3,5,3,1,1,0,8.005540166204986,274.5983379501385,34.30103806228374,1.1111111111111112,0.026742602451405223,8.075799622924428e-05,4693.931169618504,0.33921854583772393,0.46746469968387777,0,0,867
141,2756,96852,0.312,0.4536,15.315999999999999,215,3,18,12,2022,6,6,4,4,4,0,19.54609929078014,686.8936170212766,35.1422351233672,1.4538461538461538,0.020370854008879606,0.00020181410080101744,3351.2151169907893,0.3408404580152672,0.4721145038167939,1,1,826
368,2580,93860,0.624,0.38880000000000003,14.6448,37,0,26,12,2022,0,7,3,4,4,0,7.010869565217392,255.05434782608697,36.37984496124031,0.6230769230769231,0.04260898066207801,7.469496660150641e-05,4466.657902509969,0.33921854583772393,0.46746469968387777,1,0,774
98,3150,103550,0.432,0.2808,17.0076,520,8,24,12,2022,5,8,4,0,0,0,32.142857142857146,1056.6326530612246,32.87301587301587,0.65,0.025400409228815354,0.00031040905014830656,3173.6734905452727,0.3408404580152672,0.4721145038167939,0,1,945
113,2836,98212,0.504,0.2928,15.488000000000001,909,14,26,12,2022,0,9,4,1,1,0,25.097345132743364,869.1327433628319,34.63046544428773,0.580952380952381,0.03254132231404958,0.0002555425521600554,3157.3040623229545,0.3408404580152672,0.4721145038167939,0,0,850
337,3300,106100,0.576,0.4632,18.2928,1371,22,25,12,2022,6,0,3,3,3,0,9.792284866468842,314.8367952522255,32.15151515151515,0.8041666666666667,0.03148779847808974,9.229297706379682e-05,4904.7823641097775,0.33921854583772393,0.46746469968387777,1,1,990
104,3108,102836,0.48,0.216,16.644000000000002,877,14,13,12,2022,1,1,4,2,2,0,29.884615384615383,988.8076923076923,33.087516087516086,0.45,0.028839221341023787,0.00029060460718634897,3215.287718792976,0.3408404580152672,0.4721145038167939,0,0,932
257,1920,82640,0.384,0.20879999999999999,10.572,538,8,4,1,2023,2,2,1,4,4,3,7.470817120622568,321.55642023346303,43.041666666666664,0.54375,0.03632236095346198,9.040194966871452e-05,3441.979030707015,0.33098196027352655,0.46991077824812766,0,0,576
202,2450,91650,0.432,0.2424,13.385200000000001,505,8,23,12,2022,4,3,2,4,4,0,12.128712871287128,453.71287128712873,37.40816326530612,0.5611111111111111,0.03227445238024086,0.0001323372926490685,3566.2898787730774,0.341793401319736,0.4713617276544691,0,0,735
328,2678,95526,0.312,0.4536,14.926,849,13,27,12,2022,1,4,0,4,4,0,8.164634146341463,291.2378048780488,35.670649738610905,1.4538461538461538,0.02090312206887311,8.547028187447882e-05,4377.928553244162,0.33365267175572516,0.4695648854961832,0,0,803
358,3456,108752,0.624,0.38880000000000003,19.0248,243,3,30,12,2022,4,5,3,3,3,0,9.653631284916202,303.77653631284915,31.46759259259259,0.6230769230769231,0.032799293553677306,8.876739080583531e-05,5124.262128103521,0.33921854583772393,0.46746469968387777,1,0,1036
180,2876,98892,0.432,0.2808,15.6376,1150,18,18,12,2022,6,6,2,1,1,0,15.977777777777778,549.4,34.38525730180807,0.65,0.027625722617281422,0.00016156795067121484,3713.135937585877,0.341793401319736,0.4713617276544691,0,1,862
339,2980,100660,0.504,0.2928,16.208000000000002,921,15,26,12,2022,0,7,3,2,2,0,8.7905604719764,296.9321533923304,33.77852348993289,0.580952380952381,0.03109575518262586,8.732923178995034e-05,4667.57132144258,0.33921854583772393,0.46746469968387777,0,0,894
200,3108,102836,0.576,0.4632,17.3328,139,1,25,12,2022,6,8,2,2,2,0,15.54,514.18,33.087516087516086,0.8041666666666667,0.033231791747438386,0.00015111439573690146,3998.3922205145323,0.341793401319736,0.4713617276544691,1,1,932
189,2892,99164,0.48,0.216,15.564,411,6,27,12,2022,1,9,2,2,2,0,15.301587301587302,524.6772486772487,34.28907330567082,0.45,0.030840400925212026,0.00015430587008982396,3784.4668886365807,0.341793401319736,0.4713617276544691,0,0,867
113,2870,98790,0.384,0.20879999999999999,15.322,1021,16,26,12,2022,0,0,4,1,1,0,25.398230088495577,874.2477876106195,34.42160278745644,0.54375,0.025062002349562722,0.00025709312773049476,3176.0776270504393,0.3408404580152672,0.4721145038167939,0,0,861
221,2300,89100,0.432,0.2424,12.635200000000001,453,7,14,12,2022,2,1,1,4,4,0,10.407239819004525,403.1674208144796,38.73913043478261,0.5611111111111111,0.034190198809674555,0.00011680403837266582,3564.5053529572533,0.33098196027352655,0.46991077824812766,0,0,690
302,3200,104400,0.504,0.408,17.608,1210,19,4,1,2023,2,2,0,0,0,3,10.596026490066226,345.6953642384106,32.625,0.8095238095238094,0.02862335302135393,0.00010149450660982974,4655.351452515216,0.33365267175572516,0.4695648854961832,0,0,960
319,3240,105080,0.432,0.48,17.904,1341,21,23,12,2022,4,3,0,0,0,0,10.156739811912226,329.40438871473356,32.4320987654321,1.1111111111111112,0.024128686327077747,9.665721176163139e-05,4771.100730903876,0.33365267175572516,0.4695648854961832,1,0,972
380,2890,99130,0.312,0.4536,15.985999999999999,323,4,28,12,2022,2,4,3,1,1,0,7.605263157894737,260.86842105263156,34.30103806228374,1.4538461538461538,0.019517077442762418,7.672009641778207e-05,4774.876924543559,0.33921854583772393,0.46746469968387777,1,0,867
357,2756,96852,0.624,0.38880000000000003,15.524799999999999,1403,23,30,12,2022,4,5,3,4,4,0,7.719887955182073,271.29411764705884,35.1422351233672,0.6230769230769231,0.04019375450891477,7.970809023233463e-05,4567.571357497067,0.33921854583772393,0.46746469968387777,1,0,826
281,2580,93860,0.432,0.2808,14.1576,662,10,19,12,2022,0,6,0,4,4,0,9.181494661921707,334.02135231316726,36.37984496124031,0.65,0.0305136463807425,9.782116622546034e-05,4082.5877230678334,0.33365267175572516,0.4695648854961832,0,0,774
200,3150,103550,0.504,0.2928,17.058,467,7,27,12,2022,1,7,2,0,0,0,15.75,517.75,32.87301587301587,0.580952380952381,0.029546253957087584,0.0001521004345726702,4025.5962749707933,0.341793401319736,0.4713617276544691,0,0,945
210,2836,98212,0.576,0.4632,15.972800000000001,1190,19,25,12,2022,6,8,1,1,1,0,13.504761904761905,467.67619047619047,34.63046544428773,0.8041666666666667,0.03606130421716918,0.00013750623044802982,3881.7720215603094,0.33098196027352655,0.46991077824812766,0,1,850
194,2980,100660,0.48,0.216,16.004,1363,22,27,12,2022,1,9,2,2,2,0,15.360824742268042,518.8659793814433,33.77852348993289,0.45,0.029992501874531365,0.00015260108029274826,3875.1778582255565,0.341793401319736,0.4713617276544691,1,0,894
369,3108,102836,0.384,0.20879999999999999,16.512,519,8,27,12,2022,1,0,3,2,2,0,8.422764227642276,278.68834688346885,33.087516087516086,0.54375,0.023255813953488372,8.190482153761598e-05,4904.004393874572,0.33921854583772393,0.46746469968387777,0,0,932
275,2892,99164,0.432,0.2424,15.5952,1225,20,14,12,2022,2,1,1,2,2,0,10.516363636363636,360.59636363636366,34.28907330567082,0.5611111111111111,0.027700831024930747,0.00010605021617082446,4288.397225664572,0.33098196027352655,0.46991077824812766,1,0,867
348,2992,100864,0.312,0.4536,16.496,831,13,5,1,2023,3,2,3,2,2,3,8.597701149425287,289.8390804597701,33.711229946524064,1.4538461538461538,0.018913676042677015,8.524053328665616e-05,4718.011626335568,0.33921854583772393,0.46746469968387777,0,0,897
284,3490,109330,0.624,0.38880000000000003,19.1948,992,16,24,12,2022,5,3,0,3,3,0,12.288732394366198,384.96478873239437,31.326647564469916,0.6230769230769231,0.03250880446787671,0.00011240036947193083,4767.540287710443,0.33365267175572516,0.4695648854961832,0,1,1047
119,3200,104400,0.432,0.2808,17.2576,1298,21,28,12,2022,2,4,4,0,0,0,26.89075630252101,877.3109243697479,32.625,0.65,0.02503244947153718,0.00025757429408545027,3412.9700676774532,0.3408404580152672,0.4721145038167939,1,0,960
180,3240,105080,0.504,0.2928,17.508,900,14,31,12,2022,5,5,2,0,0,0,18.0,583.7777777777778,32.4320987654321,0.580952380952381,0.028786840301576425,0.00017129805862200228,3942.5680047223273,0.341793401319736,0.4713617276544691,0,1,972
190,2300,89100,0.576,0.4632,13.2928,110,1,20,12,2022,1,6,2,4,4,0,12.105263157894736,468.94736842105266,38.73913043478261,0.8041666666666667,0.043331728454501686,0.0001358615393703113,3389.3757171360735,0.341793401319736,0.4713617276544691,1,0,690
170,3450,108650,0.48,0.216,18.354,63,0,28,12,2022,2,7,4,3,3,0,20.294117647058822,639.1176470588235,31.492753623188406,0.45,0.02615233736515201,0.00018678433177228554,3994.2255220291167,0.3408404580152672,0.4721145038167939,1,0,1035
300,2980,100660,0.384,0.20879999999999999,15.872,700,11,26,12,2022,0,8,0,2,2,0,9.933333333333334,335.53333333333336,33.77852348993289,0.54375,0.024193548387096774,9.868203192264388e-05,4481.239426416777,0.33365267175572516,0.4695648854961832,0,0,894
379,3150,103550,0.432,0.2424,16.8852,897,14,28,12,2022,2,9,3,0,0,0,8.311345646437994,273.2189973614776,32.87301587301587,0.5611111111111111,0.025584535569611256,8.02640815686914e-05,4981.574416313496,0.33921854583772393,0.46746469968387777,0,0,945
210,2836,98212,0.504,0.408,15.788,101,1,28,12,2022,2,0,1,1,1,0,13.504761904761905,467.67619047619047,34.63046544428773,0.8095238095238094,0.03192297947808462,0.00013750623044802982,3881.7720215603094,0.33098196027352655,0.46991077824812766,1,0,850
230,3300,106100,0.432,0.48,18.204,746,11,15,12,2022,3,1,1,3,3,0,14.347826086956522,461.30434782608694,32.15151515151515,1.1111111111111112,0.023731048121292023,0.00013522927508912837,4318.3620762492355,0.33098196027352655,0.46991077824812766,0,0,990
127,3108,102836,0.312,0.4536,17.076,399,6,6,1,2023,4,2,4,2,2,3,24.47244094488189,809.7322834645669,33.087516087516086,1.4538461538461538,0.018271257905832748,0.00023797542635732515,3436.7132889969316,0.3408404580152672,0.4721145038167939,0,0,932
295,2190,87230,0.624,0.38880000000000003,12.694799999999999,723,11,25,12,2022,6,3,0,4,4,0,7.423728813559322,295.6949152542373,39.8310502283105,0.6230769230769231,0.049153984308535785,8.510522542198008e-05,3833.9284272504456,0.33365267175572516,0.4695648854961832,0,1,657
190,3200,104400,0.432,0.2808,17.2576,912,14,29,12,2022,3,4,2,0,0,0,16.842105263157894,549.4736842105264,32.625,0.65,0.02503244947153718,0.0001613228473482557,3989.036645333238,0.341793401319736,0.4713617276544691,0,0,960
190,2890,99130,0.504,0.2928,15.758000000000001,525,8,1,1,2023,6,5,2,1,1,3,15.210526315789474,521.7368421052631,34.30103806228374,0.580952380952381,0.031983754283538515,0.00015344019283556413,3789.8223265195634,0.341793401319736,0.4713617276544691,0,1,867
189,2678,95526,0.576,0.4632,15.1828,921,14,20,12,2022,1,6,2,4,4,0,14.16931216931217,505.42857142857144,35.670649738610905,0.8041666666666667,0.03793766630661011,0.0001483293780678786,3643.046012605995,0.341793401319736,0.4713617276544691,0,0,803
210,3456,108752,0.48,0.216,18.383999999999997,1175,19,28,12,2022,2,7,1,3,3,0,16.457142857142856,517.8666666666667,31.46759259259259,0.45,0.026109660574412535,0.00015132726623090018,4289.533794513873,0.33098196027352655,0.46991077824812766,0,0,1036
264,2876,98892,0.384,0.20879999999999999,15.351999999999999,231,3,27,12,2022,1,8,1,1,1,0,10.893939393939394,374.59090909090907,34.38525730180807,0.54375,0.025013027618551332,0.00011015996636673739,4218.758413146679,0.33098196027352655,0.46991077824812766,1,0,862
281,2980,100660,0.432,0.2424,16.0352,489,7,29,12,2022,3,9,0,2,2,0,10.604982206405694,358.220640569395,33.77852348993289,0.5611111111111111,0.026940730393135104,0.00010535448247969097,4384.564904972418,0.33365267175572516,0.4695648854961832,0,0,894
211,3108,102836,0.312,0.4536,17.076,1059,17,28,12,2022,2,0,1,2,2,0,14.729857819905213,487.3744075829384,33.087516087516086,1.4538461538461538,0.018271257905832748,0.00014323639406341372,4070.3917901448394,0.33098196027352655,0.46991077824812766,0,0,932
128,2892,99164,0.624,0.38880000000000003,16.2048,423,6,16,12,2022,4,1,4,2,2,0,22.59375,774.71875,34.28907330567082,0.6230769230769231,0.03850710900473934,0.00022784226130450567,3323.4368551359244,0.3408404580152672,0.4721145038167939,0,0,867
247,2870,98790,0.432,0.2808,15.6076,0,23,6,1,2023,4,2,1,1,1,3,11.619433198380566,399.9595141700405,34.42160278745644,0.65,0.02767882313744586,0.00011761750377953807,4121.898359697882,0.33098196027352655,0.46991077824812766,1,0,861
179,2980,100660,0.504,0.2928,16.208000000000002,50,0,26,12,2022,0,3,2,2,2,0,16.64804469273743,562.3463687150838,33.77852348993289,0.580952380952381,0.03109575518262586,0.00016538888031728026,3772.611408278769,0.341793401319736,0.4713617276544691,1,0,894
99,3200,104400,0.576,0.4632,17.7928,546,8,30,12,2022,4,4,4,0,0,0,32.323232323232325,1054.5454545454545,32.625,0.8041666666666667,0.032372645114877925,0.0003096095050118039,3209.927502948238,0.3408404580152672,0.4721145038167939,0,0,960
256,3240,105080,0.48,0.216,17.304000000000002,43,0,2,1,2023,0,5,1,0,0,3,12.65625,410.46875,32.4320987654321,0.45,0.02773925104022191,0.00012044394746859536,4433.72085380847,0.33098196027352655,0.46991077824812766,1,0,972
137,2890,99130,0.384,0.20879999999999999,15.421999999999999,383,6,21,12,2022,2,6,4,1,1,0,21.094890510948904,723.5766423357665,34.30103806228374,0.54375,0.024899494229023475,0.00021280026743618384,3398.4000805860915,0.3408404580152672,0.4721145038167939,0,0,867
311,2756,96852,0.432,0.2424,14.9152,851,13,29,12,2022,3,7,0,4,4,0,8.861736334405144,311.42122186495175,35.1422351233672,0.5611111111111111,0.028963741686333404,9.149771129563813e-05,4362.305384335694,0.33365267175572516,0.4695648854961832,0,0,826
304,2580,93860,0.504,0.408,14.508000000000001,1185,19,27,12,2022,1,8,0,4,4,0,8.486842105263158,308.75,36.37984496124031,0.8095238095238094,0.0347394540942928,9.042022272813934e-05,4191.067091315433,0.33365267175572516,0.4695648854961832,0,0,774
287,3150,103550,0.432,0.48,17.454,36,0,30,12,2022,4,9,0,0,0,0,10.975609756097562,360.801393728223,32.87301587301587,1.1111111111111112,0.024750773461670678,0.00010599333419698272,4540.609825448958,0.33365267175572516,0.4695648854961832,1,0,945
361,2836,98212,0.312,0.4536,15.716,662,10,29,12,2022,3,0,3,1,1,0,7.85595567867036,272.05540166204986,34.63046544428773,1.4538461538461538,0.01985237974039196,7.998977394483729e-05,4650.068257401713,0.33921854583772393,0.46746469968387777,0,0,850
141,3300,106100,0.432,0.2808,17.7576,1396,22,16,12,2022,4,1,4,3,3,0,23.404255319148938,752.4822695035461,32.15151515151515,0.65,0.02432761183943776,0.0002205867607836846,3668.4517570631247,0.3408404580152672,0.4721145038167939,1,0,990
368,3108,102836,0.504,0.2928,16.848000000000003,960,15,7,1,2023,5,2,3,2,2,3,8.445652173913043,279.44565217391306,33.087516087516086,0.580952380952381,0.02991452991452991,8.212738898744646e-05,4899.5703911008095,0.33921854583772393,0.46746469968387777,0,1,932
98,3342,106814,0.576,0.4632,18.5028,1056,17,26,12,2022,0,3,4,3,3,0,34.10204081632653,1089.938775510204,31.961101137043688,0.8041666666666667,0.031130423503469742,0.00031926564697817264,3270.5457858832415,0.3408404580152672,0.4721145038167939,0,0,1002
113,4100,119700,0.48,0.216,21.604,172,2,31,12,2022,5,4,4,3,3,0,36.283185840707965,1059.2920353982302,29.195121951219512,0.45,0.022218107757822625,0.0003031176761963907,3813.456676519083,0.3408404580152672,0.4721145038167939,1,1,1230
337,2450,91650,0.384,0.20879999999999999,13.222,1090,17,2,1,2023,0,5,3,4,4,3,7.270029673590504,271.9584569732938,37.40816326530612,0.54375,0.02904250491604901,7.932383713683038e-05,4229.69921685802,0.33921854583772393,0.46746469968387777,0,0,735
104,2678,95526,0.432,0.2424,14.5252,1327,21,21,12,2022,2,6,4,4,4,0,25.75,918.5192307692307,35.670649738610905,0.5611111111111111,0.029741414920276484,0.0002695601197579717,2985.303578629397,0.3408404580152672,0.4721145038167939,1,0,803
257,3456,108752,0.504,0.408,18.888,331,5,30,12,2022,4,7,1,3,3,0,13.447470817120623,423.15953307392994,31.46759259259259,0.8095238095238094,0.026683608640406604,0.00012365262999412078,4588.260177040133,0.33098196027352655,0.46991077824812766,0,0,1036
